pm2_5,pm10,co2,voc,temperature,humidity,aqi_category,suggestion
53.41,85.01,413.91,79.68,22.01,36.69,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,81.86,963.66,346.37,28.08,38.97,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
35.95,65.51,584.21,59.27,33.44,34.33,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
43.58,67.61,604.43,198.96,24.95,63.31,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
61.24,60.78,634.51,542.0,21.13,53.27,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
57.32,59.42,926.52,242.62,29.46,54.22,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
54.56,88.58,989.81,301.38,27.72,29.42,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
20.0,37.25,725.49,108.09,33.01,54.5,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,32.34,729.73,574.52,25.73,64.5,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
30.17,30.69,866.07,168.81,26.7,27.37,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
65.04,141.6,892.0,215.78,27.25,46.97,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
74.84,88.56,1044.06,447.56,28.45,31.44,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
57.76,80.66,428.91,222.74,26.04,48.7,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
50.73,32.99,755.01,257.18,25.23,41.49,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
49.49,91.82,482.99,207.75,18.75,60.71,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
26.1,65.92,737.26,208.78,25.17,57.54,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
36.75,77.5,693.46,305.58,31.58,74.37,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
81.73,35.82,738.31,332.94,32.25,54.19,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
16.44,75.61,550.06,153.51,25.64,60.08,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
80.37,55.17,378.18,135.09,34.5,46.63,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
31.95,43.2,350.0,158.63,27.86,38.45,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
73.14,95.69,717.2,39.81,21.31,67.52,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
4.83,16.18,642.25,11.44,19.74,73.65,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
54.65,89.77,581.02,294.58,34.09,65.58,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
21.58,93.96,1080.64,390.79,26.13,56.97,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
4.62,39.21,535.14,380.66,21.93,40.39,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
45.46,41.29,1104.21,10.0,16.7,72.12,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
65.24,62.19,1155.96,213.24,26.02,63.69,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
18.88,79.87,350.0,84.69,30.02,85.37,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.52,64.65,773.1,271.56,24.51,37.68,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
37.7,85.17,650.08,187.33,22.73,67.94,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
37.81,131.7,350.0,338.79,25.25,63.24,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
53.71,52.23,388.84,247.13,34.22,49.87,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
63.74,9.97,943.73,10.0,21.04,75.46,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
38.51,98.91,1254.8,104.94,24.79,61.04,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
86.39,128.92,975.67,250.87,34.05,40.95,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
45.61,83.75,830.91,263.52,30.47,53.22,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
31.34,31.93,744.67,39.15,28.9,40.77,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,65.66,1170.67,19.53,24.76,47.97,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
33.43,30.85,1287.06,258.44,28.15,65.56,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
31.59,92.5,603.29,39.45,25.31,69.84,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
64.01,22.7,350.0,10.0,23.7,58.32,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
51.56,59.5,350.0,183.23,22.6,43.75,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
10.52,34.85,1080.47,176.73,31.92,60.72,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
44.31,74.44,738.24,118.24,27.7,65.85,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
56.79,57.18,795.81,144.44,29.57,25.42,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
78.2,76.19,350.0,252.08,28.76,56.75,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
62.19,70.78,561.7,141.98,30.2,52.15,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
59.02,35.47,676.13,260.6,26.73,69.31,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
41.5,91.94,801.96,192.93,25.59,60.79,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
49.71,68.29,650.35,275.15,23.92,62.27,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
71.24,35.4,490.67,381.73,20.93,47.77,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
6.68,148.43,553.86,375.89,22.39,55.02,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
31.26,86.68,1052.08,443.23,26.17,69.16,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
20.69,64.64,811.2,375.72,19.98,54.03,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
49.48,119.53,903.04,285.78,21.09,57.62,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
70.76,134.46,525.28,184.99,33.21,31.96,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
25.08,64.91,350.0,191.84,29.12,53.97,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,82.16,619.22,118.33,25.74,24.82,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
29.69,35.42,533.36,250.68,39.36,47.26,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
62.84,64.85,837.25,354.61,19.76,55.95,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
53.44,63.03,1571.43,141.15,32.88,66.51,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
50.7,76.47,923.79,244.42,27.44,40.01,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
33.0,81.65,1433.99,148.4,31.93,60.61,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
8.02,89.59,892.19,281.4,28.54,77.03,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
52.88,78.32,592.53,167.59,18.64,45.39,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
19.14,27.62,836.98,139.07,28.48,31.79,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
94.6,37.15,1195.16,148.0,29.68,59.35,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
54.26,50.88,1207.39,325.5,17.04,37.12,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
25.48,60.12,606.17,235.49,37.72,42.72,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
24.72,106.78,813.3,185.74,29.56,68.85,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
37.68,29.3,392.68,289.21,31.36,83.15,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
34.01,57.49,956.17,187.82,22.17,39.99,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
67.92,103.36,1138.34,418.98,31.45,43.94,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
44.66,59.5,759.95,103.92,33.45,48.4,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
21.71,86.11,583.15,221.95,29.27,46.78,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
87.26,65.12,840.03,39.29,27.95,84.0,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
41.23,78.99,854.36,197.97,23.53,47.04,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
59.22,62.0,770.29,10.0,26.92,49.18,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
24.79,93.35,794.68,361.95,25.44,79.24,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
49.08,15.92,706.55,364.98,30.86,63.65,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
47.78,57.28,998.99,367.63,23.75,69.79,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,80.38,934.06,254.33,30.82,41.41,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
90.38,88.68,504.22,118.02,23.81,47.05,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
72.27,122.25,497.35,129.95,26.69,39.4,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
30.07,56.31,686.41,479.53,31.08,67.02,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
12.44,121.78,934.21,465.35,24.48,73.38,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
48.69,46.93,787.01,268.38,31.25,46.0,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
42.17,116.5,589.21,172.65,30.76,49.54,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
48.89,98.61,815.38,455.29,26.65,50.19,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
44.79,38.03,667.3,145.82,33.81,31.79,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
52.66,80.75,970.12,284.33,28.39,44.89,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
76.18,68.21,833.26,452.79,33.51,66.6,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
54.2,91.9,671.18,124.55,36.97,41.87,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
13.76,62.19,807.88,374.38,26.79,56.39,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
74.06,59.25,1078.76,328.08,31.22,35.38,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
81.02,117.92,607.59,244.07,24.81,52.84,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
118.8,66.54,850.66,100.98,22.84,46.55,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
11.91,98.92,732.38,141.33,27.02,36.67,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
46.07,62.11,856.75,293.42,21.19,66.86,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,128.33,586.36,36.5,23.31,67.7,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
53.83,46.26,777.58,269.61,30.96,40.46,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
26.29,48.5,1026.96,331.16,25.43,51.76,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
88.09,123.36,515.75,397.78,31.55,55.66,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
20.63,54.43,417.65,40.25,29.5,27.78,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,126.04,427.14,447.44,37.26,34.04,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
28.22,101.21,457.33,504.3,30.62,74.29,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,64.59,898.83,311.52,33.57,39.02,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
58.78,6.53,398.54,94.29,30.01,73.87,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,69.32,675.53,200.78,29.56,34.82,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
40.71,73.56,904.57,242.86,33.82,64.88,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,110.85,854.16,290.57,31.34,50.33,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
31.99,125.6,653.61,253.3,29.05,52.44,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
81.08,46.03,797.73,292.17,29.03,82.84,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
49.02,98.04,776.79,236.39,30.69,36.19,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
18.41,96.79,693.94,289.77,24.64,63.92,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
39.22,107.57,697.29,180.92,24.43,63.3,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
40.45,87.45,1308.86,199.27,35.13,95.0,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
51.82,5.0,952.33,163.6,37.32,38.84,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
5.83,64.56,1370.16,537.59,23.36,45.61,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
54.81,29.55,625.76,469.59,24.66,67.24,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,62.91,728.76,333.29,33.71,52.0,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
24.25,104.3,416.97,448.8,30.67,48.05,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
27.79,80.68,547.61,369.77,31.38,69.36,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
55.83,110.18,1225.48,277.19,32.48,51.0,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
40.57,81.96,619.49,24.16,26.8,41.62,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
4.86,24.56,1229.82,210.68,29.65,65.89,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
15.38,5.0,439.16,199.74,29.26,60.63,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
44.97,75.21,486.63,80.04,23.71,50.31,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
38.02,62.51,664.69,27.08,29.58,49.6,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
25.52,35.81,734.06,323.91,34.19,41.28,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
27.98,10.48,980.77,298.68,26.33,65.88,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
57.4,44.28,862.69,74.89,28.76,49.6,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
27.06,63.19,645.92,138.12,29.03,43.45,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
37.8,93.31,716.67,424.18,26.58,35.72,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
94.25,76.6,670.23,118.35,31.38,60.88,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
4.41,126.28,521.34,275.62,24.6,47.37,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,33.75,528.01,221.53,34.66,24.81,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
59.59,100.84,1006.97,325.95,31.13,36.95,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
23.03,71.66,350.0,121.58,23.32,51.5,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
32.04,94.31,1154.34,263.51,36.49,51.92,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
20.47,54.72,664.25,275.31,28.84,51.35,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
33.5,107.51,556.87,284.53,24.39,49.26,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
79.96,80.33,934.94,261.86,33.52,32.86,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
60.05,46.22,1121.3,301.69,30.47,41.88,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
61.56,69.58,1029.41,578.77,19.14,72.76,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
4.59,61.62,875.46,634.19,25.37,70.54,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
11.22,87.12,1021.72,154.12,29.4,63.67,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,28.71,350.0,10.0,17.2,62.34,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
19.77,68.97,619.54,339.32,28.43,68.57,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
63.92,83.84,522.21,277.94,28.79,38.19,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
52.92,71.16,1056.16,409.16,22.08,55.49,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
34.46,117.14,654.13,292.73,29.35,38.2,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
39.44,97.09,961.35,258.79,28.04,38.46,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
22.78,69.74,883.96,419.34,22.04,60.52,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
45.12,77.58,534.42,440.32,32.6,69.2,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
59.15,80.35,603.26,42.02,32.19,52.09,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,84.12,1073.45,127.51,26.55,79.74,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
47.49,6.1,556.13,234.16,27.01,58.18,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
63.31,59.45,781.22,264.77,31.63,43.35,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
29.62,18.04,554.36,216.1,27.0,38.7,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
57.52,114.74,671.51,315.13,18.35,70.27,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
110.37,67.87,738.46,399.42,30.43,56.93,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
37.39,63.23,554.28,508.41,23.93,65.14,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
49.83,101.39,509.89,336.84,26.05,15.13,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
21.55,84.78,821.57,122.15,35.29,58.67,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
44.53,30.5,538.82,227.89,27.33,47.32,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
51.51,67.52,547.34,238.7,28.01,34.09,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
44.87,58.27,515.24,327.2,30.55,54.06,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
14.51,8.94,730.52,308.23,30.53,71.38,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
45.16,45.84,985.93,557.56,23.4,88.99,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
76.55,63.58,1126.63,180.77,27.7,58.63,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
51.22,65.98,568.52,307.71,28.18,44.36,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
64.05,18.12,1287.58,603.21,29.36,43.46,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
34.07,110.31,498.82,162.22,29.45,69.45,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
58.75,66.43,1020.89,271.77,40.94,40.05,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
46.98,71.31,569.58,108.27,22.12,64.34,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
16.23,84.02,532.27,262.31,32.9,59.41,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
47.96,42.42,563.81,132.97,33.92,57.75,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
15.21,85.97,736.89,407.02,30.46,31.48,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
24.18,57.15,894.99,272.1,24.75,49.65,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
44.73,38.62,917.47,109.69,36.32,33.13,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
47.43,90.07,514.0,376.09,17.04,46.18,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
10.27,122.21,502.59,276.95,24.58,68.76,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
66.35,95.37,520.84,392.92,33.86,73.47,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
54.3,102.3,722.16,77.85,26.15,58.21,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
22.38,51.78,697.46,305.32,35.98,46.44,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,14.08,512.46,366.0,20.44,78.82,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
36.38,122.15,817.4,186.49,22.44,46.25,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
28.85,141.91,1315.64,61.15,25.34,37.96,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
42.83,124.0,623.82,243.76,30.09,65.45,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
30.92,58.25,641.62,434.22,26.89,61.87,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,29.59,889.92,418.89,25.55,46.86,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
30.29,32.7,610.3,185.74,35.1,56.5,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
32.36,11.07,917.24,57.54,35.57,61.63,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
55.84,66.24,570.36,185.32,25.93,58.06,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
22.55,126.2,1208.03,179.73,19.45,61.88,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
81.97,65.04,836.19,316.97,17.21,47.41,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,80.58,594.99,234.25,29.2,62.89,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
72.78,118.15,602.83,137.01,31.28,55.26,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
34.39,55.86,621.55,415.64,28.31,47.92,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
61.49,141.24,1093.19,271.06,27.65,51.31,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
42.0,139.72,432.81,315.31,23.98,53.53,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
68.49,65.41,583.01,10.0,31.27,33.32,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
30.32,49.79,609.58,10.0,36.39,45.45,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
12.53,94.4,746.08,34.37,16.92,55.97,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
75.51,57.84,682.22,177.92,27.61,34.74,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
37.16,29.52,377.19,336.45,23.15,45.7,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
45.54,114.84,650.04,10.0,20.55,90.77,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
70.87,112.58,725.11,488.93,22.35,38.06,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
14.2,75.44,592.98,275.58,29.9,49.24,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
54.89,25.8,921.69,454.04,30.02,42.49,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
25.25,26.97,979.85,117.1,35.3,53.25,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
36.7,73.75,730.4,325.58,28.04,42.78,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
41.81,52.5,807.64,262.78,19.21,51.35,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.49,58.06,350.0,372.65,26.81,44.22,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
20.53,105.77,644.72,214.93,21.07,70.83,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
73.78,95.66,1001.21,320.98,21.97,56.22,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
62.15,118.23,644.14,415.33,30.9,39.96,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
38.43,35.33,565.68,152.32,28.97,67.61,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
46.08,57.99,1319.42,286.34,30.94,40.63,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
32.64,96.56,1204.77,10.0,26.21,31.54,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
73.91,85.68,866.89,355.38,31.95,54.95,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
34.99,123.63,1034.73,543.2,25.93,83.61,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
45.8,84.72,350.0,63.33,33.58,27.59,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
68.65,134.68,553.11,236.29,29.72,35.04,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
20.57,88.9,632.51,382.07,26.97,66.29,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
78.97,107.18,691.0,254.71,29.06,45.37,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
2.0,58.68,627.51,274.76,27.91,64.18,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
80.74,70.5,350.0,191.35,35.98,42.44,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
30.68,101.88,846.51,185.78,29.23,57.13,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
33.93,126.45,885.91,237.0,27.99,81.17,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,95.52,1150.47,256.25,26.81,37.08,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
28.63,67.09,552.92,72.78,32.22,70.36,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
14.0,118.21,532.46,240.1,31.54,65.2,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
24.81,5.0,350.0,485.28,26.63,32.66,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
36.57,20.22,676.61,187.13,22.22,63.38,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
63.94,93.86,975.28,64.41,23.49,56.09,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
45.19,70.49,597.06,227.29,27.08,56.37,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
47.69,91.19,1285.86,142.81,34.74,60.05,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
12.61,72.25,685.85,49.25,26.75,49.74,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
17.98,89.98,786.75,270.88,25.03,56.05,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
84.97,41.5,409.22,143.46,19.2,58.62,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
21.62,89.97,821.81,156.29,35.57,66.19,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
81.41,104.8,350.0,273.01,30.85,32.09,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
33.92,112.72,923.42,20.02,31.98,74.36,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
40.06,140.47,931.11,10.0,32.81,37.67,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
66.76,78.54,1089.82,350.63,27.18,66.42,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
71.8,79.59,495.01,10.0,28.42,56.19,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
37.23,16.69,790.14,103.5,35.44,35.78,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
30.29,51.4,890.95,10.0,28.9,62.92,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
38.6,63.24,860.57,177.08,30.94,40.82,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
48.45,106.76,533.68,314.21,32.35,71.03,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
